BOOKING,PRODUCT_KEY,ADULTS,CHILDREN,COUNTRY
6477755,Tour Completo de 3 dias,2,0,NL
6476323,Empire State Building,1,1,NL
6476323,Tour Completo de 3 dias,1,1,NL
6476319,Empire State Building,3,2,NL
6477757,Tour Completo de 3 dias,2,0,NL
7826393,Tour Completo de 3 dias,2,1,NL
7828926,Tour Completo de 3 dias,2,0,NL
7828926,Empire State Building,2,0,NL
7827805,Tour Completo de 3 dias,2,0,NL
6471005,Tour Completo de 3 dias,2,0,NL
7828317,Empire State Building,2,0,NL
6471007,Tour Completo de 3 dias,2,0,NL
7823160,Tour Completo de 3 dias,1,1,NL
6472257,Tour Completo de 3 dias,1,1,NL
7828928,Tour Completo de 3 dias,3,0,NL
7824943,Empire State Building,2,0,NL
7824940,Tour Completo de 3 dias,2,0,NL
6472964,Tour Completo de 3 dias,2,1,NL
6472961,Empire State Building,2,0,NL
6472958,Empire State Building,1,1,NL
6472957,Empire State Building,2,0,NL
6472957,Ferry en NY,2,0,NL
6472957,Tour Completo de 3 dias,2,0,NL
7823163,Tour Completo de 3 dias,2,0,NL
7823162,Tour Completo de 3 dias,3,0,NL
7823160,Empire State Building,1,1,NL
7823161,Empire State Building,1,1,NL
7821771,Tour Completo de 3 dias,1,2,NL
7826260,Tour Completo de 3 dias,4,0,NL
2236140,Empire State Building,2,0,NL
2235589,Tour Completo de 3 dias,5,0,NL
2236137,Empire State Building,2,0,NL
2235588,Tour Completo de 3 dias,2,0,NL
2235590,Empire State Building,3,1,NL
2235590,Tour Completo de 3 dias,3,1,NL
2234074,Tour Completo de 3 dias,1,1,NL
2234222,Tour Completo de 3 dias,2,0,NL
2234223,Ferry en NY,2,0,NL
2234223,Empire State Building,2,0,NL
2234223,Tour Completo de 3 dias,2,0,NL
7820290,Empire State Building,2,0,NL
2239680,Empire State Building,2,0,NL
2239681,Tour Completo de 3 dias,2,0,NL
2238972,Empire State Building,2,0,NL
1378389,Tour Completo de 3 dias,3,0,NL
1374312,Tour Completo de 3 dias,2,0,NL
1378390,Tour Completo de 3 dias,2,0,NL
1373074,Tour Completo de 3 dias,2,0,NL
1373074,Empire State Building,2,0,NL
1372390,Empire State Building,2,0,NL
1376069,Empire State Building,2,1,NL
1376069,Tour Completo de 3 dias,2,1,NL
1128650,Empire State Building,2,0,NL
1370905,Tour Completo de 3 dias,2,0,NL
1371630,Empire State Building,4,0,NL
1371637,Tour Completo de 3 dias,2,1,NL
1371633,Tour Completo de 3 dias,2,0,NL
1370906,Tour Completo de 3 dias,2,0,NL
1370254,Empire State Building,2,0,NL
1159684,Empire State Building,1,2,NL
1154132,Tour Completo de 3 dias,2,0,NL
3639241,Empire State Building,2,0,NL
1483614,Tour Completo de 3 dias,1,1,NL
1377160,Tour Completo de 3 dias,2,0,NL
1377815,Empire State Building,3,0,NL
1377815,Tour Completo de 3 dias,3,0,NL
1377814,Tour Completo de 3 dias,2,0,NL
1374310,Tour Completo de 3 dias,2,0,NL
7286415,Tour Completo de 3 dias,3,2,NL
7285763,Tour Completo de 3 dias,2,0,NL
1150250,Empire State Building,8,0,NL
1150248,Tour Completo de 3 dias,2,0,NL
1150249,Tour Completo de 3 dias,1,1,NL
1150249,Empire State Building,1,1,NL
1379059,Empire State Building,2,0,NL
1156345,Tour Completo de 3 dias,2,2,NL
2231953,Tour Completo de 3 dias,2,0,NL
2231956,Tour Completo de 3 dias,2,2,NL
1153573,Tour Completo de 3 dias,2,0,NL
1152809,Tour Completo de 3 dias,2,2,NL
3637372,Empire State Building,2,0,NL
2231339,Tour Completo de 3 dias,2,0,NL
2231481,Empire State Building,1,0,NL
7287846,Tour Completo de 3 dias,1,0,NL
7287845,Tour Completo de 3 dias,2,2,NL
3637368,Tour Completo de 3 dias,2,0,NL
7289613,Tour Completo de 3 dias,2,0,NL
7285235,Tour Completo de 3 dias,2,0,NL
7283108,Tour Completo de 3 dias,1,1,NL
7283108,Ferry en NY,1,1,NL
7283626,Tour Completo de 3 dias,4,0,NL
7283779,Tour Completo de 3 dias,3,0,NL
7284499,Tour Completo de 3 dias,2,0,NL
7284499,Empire State Building,2,0,NL
7284497,Tour Completo de 3 dias,2,2,NL
7281743,Tour Completo de 3 dias,2,0,NL
7280424,Tour Completo de 3 dias,2,0,NL
7282441,Tour Completo de 3 dias,2,0,NL
7283947,Tour Completo de 3 dias,2,0,NL
7283946,Empire State Building,2,0,NL
7283401,Tour Completo de 3 dias,2,0,NL
1074773,Empire State Building,2,1,NL
1074774,Tour Completo de 3 dias,2,0,NL
1128990,Tour Completo de 3 dias,4,0,NL
1128993,Tour Completo de 3 dias,5,0,NL
1128991,Tour Completo de 3 dias,2,1,NL
3639240,Tour Completo de 3 dias,2,0,NL
1128995,Tour Completo de 3 dias,2,0,NL
1129729,Tour Completo de 3 dias,2,2,NL
1129729,Empire State Building,2,2,NL
1124480,Tour Completo de 3 dias,1,1,NL
1124478,Tour Completo de 3 dias,1,1,NL
1125252,Empire State Building,2,0,NL
1126036,Tour Completo de 3 dias,2,0,NL
1126035,Tour Completo de 3 dias,2,0,NL
1126034,Tour Completo de 3 dias,2,2,NL
1126763,Tour Completo de 3 dias,2,0,NL
2229093,Tour Completo de 3 dias,5,0,NL
1123268,Tour Completo de 3 dias,2,0,NL
2228370,Empire State Building,3,1,NL
2228370,Tour Completo de 3 dias,3,1,NL
2226038,Empire State Building,2,0,NL
3636643,Tour Completo de 3 dias,1,1,NL
1123267,Empire State Building,2,0,NL
3635483,Empire State Building,2,2,NL
3635483,Tour Completo de 3 dias,2,2,NL
3631528,Empire State Building,4,0,NL
3631528,Tour Completo de 3 dias,4,0,NL
3635153,Tour Completo de 3 dias,2,0,NL
3635148,Tour Completo de 3 dias,2,0,NL
3635148,Ferry en NY,2,0,NL
3635147,Tour Completo de 3 dias,2,0,NL
3632228,Tour Completo de 3 dias,2,0,NL
3632227,Tour Completo de 3 dias,2,0,NL
3631530,Tour Completo de 3 dias,2,2,NL
3631529,Empire State Building,1,0,NL
3632221,Tour Completo de 3 dias,2,0,NL
3632226,Tour Completo de 3 dias,2,0,NL
2229808,Tour Completo de 3 dias,2,0,NL
2223742,Tour Completo de 3 dias,2,0,NL
2223742,Empire State Building,2,0,NL
2226740,Empire State Building,2,0,NL
2226738,Tour Completo de 3 dias,3,1,NL
2227566,Tour Completo de 3 dias,2,3,NL
3631783,Empire State Building,2,0,NL
6269864,Tour Completo de 3 dias,2,0,NL
6266459,Tour Completo de 3 dias,2,0,NL
6264737,Tour Completo de 3 dias,2,0,NL
6264735,Tour Completo de 3 dias,2,2,NL
6261912,Tour Completo de 3 dias,2,2,NL
2220622,Empire State Building,2,0,NL
6265595,Empire State Building,2,0,NL
2220624,Tour Completo de 3 dias,4,1,NL
2220621,Tour Completo de 3 dias,2,0,NL
2220620,Tour Completo de 3 dias,2,0,NL
2220620,Empire State Building,2,0,NL
6267363,Tour Completo de 3 dias,2,2,NL
6262629,Tour Completo de 3 dias,2,0,NL
6262628,Tour Completo de 3 dias,2,0,NL
3633821,Empire State Building,2,0,NL
3633822,Tour Completo de 3 dias,1,0,NL
3633820,Empire State Building,1,1,NL
6262630,Tour Completo de 3 dias,2,0,NL
3633819,Tour Completo de 3 dias,2,0,NL
6268281,Tour Completo de 3 dias,4,0,NL
6268280,Tour Completo de 3 dias,3,1,NL
6261915,Tour Completo de 3 dias,1,1,NL
6261914,Tour Completo de 3 dias,1,1,NL
6267393,Empire State Building,2,0,NL
6267388,Empire State Building,2,1,NL
6268288,Empire State Building,2,0,NL
6268285,Empire State Building,1,1,NL
2222089,Tour Completo de 3 dias,2,0,NL
2222090,Empire State Building,2,0,NL
2222090,Tour Completo de 3 dias,2,0,NL
6261913,Tour Completo de 3 dias,5,0,NL
6266457,Tour Completo de 3 dias,2,0,NL
2221374,Tour Completo de 3 dias,2,0,NL
6268284,Tour Completo de 3 dias,2,0,NL
6268284,Tour Completo de 3 dias,2,0,NL
6263928,Tour Completo de 3 dias,2,0,NL
6269085,Tour Completo de 3 dias,2,1,NL
6264734,Tour Completo de 3 dias,3,0,NL
6268279,Empire State Building,2,1,NL
6262626,Empire State Building,1,0,NL
6269087,Tour Completo de 3 dias,2,4,NL
1086857,Tour Completo de 3 dias,1,1,NL
1086857,Empire State Building,1,1,NL
1086856,Empire State Building,2,0,NL
1086856,Ferry en NY,2,0,NL
1086270,Tour Completo de 3 dias,2,0,NL
1084742,Tour Completo de 3 dias,4,0,NL
1082266,Tour Completo de 3 dias,2,0,NL
1081651,Empire State Building,2,0,NL
1089855,Tour Completo de 3 dias,3,0,NL
1089853,Empire State Building,4,0,NL
1089853,Tour Completo de 3 dias,4,0,NL
1089851,Empire State Building,2,0,NL
1089851,Tour Completo de 3 dias,2,0,NL
1089285,Empire State Building,2,2,NL
1089285,Ferry en NY,2,2,NL
1089285,Tour Completo de 3 dias,2,2,NL
1089283,Ferry en NY,1,1,NL
1089283,Tour Completo de 3 dias,1,1,NL
1087927,Tour Completo de 3 dias,2,0,NL
1087927,Empire State Building,2,0,NL
1088539,Tour Completo de 3 dias,2,0,NL
1088538,Empire State Building,2,0,NL
1076243,Tour Completo de 3 dias,2,0,NL
1076243,Empire State Building,2,0,NL
1075089,Tour Completo de 3 dias,2,0,NL
1074701,Tour Completo de 3 dias,4,0,NL
1075635,Tour Completo de 3 dias,1,1,NL
1082849,Tour Completo de 3 dias,2,0,NL
1077789,Tour Completo de 3 dias,2,0,NL
1069686,Empire State Building,4,0,NL
1068744,Empire State Building,1,0,NL
1069687,Tour Completo de 3 dias,2,0,NL
1069961,Empire State Building,2,0,NL
1071919,Tour Completo de 3 dias,2,0,NL
1072551,Empire State Building,2,0,NL
1071938,Empire State Building,2,0,NL
1071938,Tour Completo de 3 dias,2,0,NL
1069955,Tour Completo de 3 dias,2,0,NL
1073636,Tour Completo de 3 dias,3,1,NL
1073636,Empire State Building,3,1,NL
1073643,Tour Completo de 3 dias,4,2,NL
1068100,Tour Completo de 3 dias,2,0,NL
1068099,Tour Completo de 3 dias,2,0,NL
1062754,Empire State Building,1,1,NL
1062754,Tour Completo de 3 dias,1,1,NL
3639317,Tour Completo de 3 dias,2,0,NL
1062756,Tour Completo de 3 dias,1,0,NL
1063939,Tour Completo de 3 dias,2,0,NL
1063351,Tour Completo de 3 dias,2,0,NL
1064928,Tour Completo de 3 dias,3,2,NL
1060961,Empire State Building,2,2,NL
1066946,Tour Completo de 3 dias,2,0,NL
1072458,Ferry en NY,2,0,NL
1237648,Empire State Building,2,0,NL
1237649,Empire State Building,4,0,NL
1036305,Empire State Building,2,0,NL
1036305,Tour Completo de 3 dias,2,0,NL
1231393,Tour Completo de 3 dias,2,1,NL
1231393,Empire State Building,2,1,NL
3635307,Empire State Building,2,0,NL
3632991,Tour Completo de 3 dias,2,0,NL
1039590,Empire State Building,1,1,NL
1036885,Tour Completo de 3 dias,3,0,NL
1036885,Empire State Building,3,0,NL
3634099,Tour Completo de 3 dias,1,1,NL
3630234,Tour Completo de 3 dias,4,0,NL
3635857,Tour Completo de 3 dias,3,2,NL
3638040,Tour Completo de 3 dias,2,0,NL
3639213,Tour Completo de 3 dias,2,0,NL
1038009,Tour Completo de 3 dias,2,0,NL
3631688,Tour Completo de 3 dias,1,2,NL
1038560,Tour Completo de 3 dias,2,0,NL
1234161,Tour Completo de 3 dias,2,0,NL
3635306,Empire State Building,2,2,NL
1026278,Empire State Building,4,0,NL
3633465,Tour Completo de 3 dias,1,2,NL
3637002,Tour Completo de 3 dias,2,0,NL
1036886,Tour Completo de 3 dias,2,0,NL
3637377,Empire State Building,2,2,NL
3634719,Tour Completo de 3 dias,2,0,NL
1233627,Tour Completo de 3 dias,2,0,NL
1230769,Tour Completo de 3 dias,4,0,NL
3636781,Tour Completo de 3 dias,2,0,NL
1233021,Tour Completo de 3 dias,2,0,NL
3631683,Tour Completo de 3 dias,1,1,NL
1230177,Tour Completo de 3 dias,3,0,NL
1233020,Tour Completo de 3 dias,2,2,NL
1233020,Empire State Building,2,2,NL
3634723,Empire State Building,2,0,NL
3634722,Empire State Building,4,0,NL
1234737,Empire State Building,2,0,NL
1038007,Tour Completo de 3 dias,2,0,NL
1035827,Empire State Building,3,2,NL
1035830,Tour Completo de 3 dias,2,3,NL
1035828,Tour Completo de 3 dias,2,0,NL
1035828,Empire State Building,2,0,NL
1031776,Tour Completo de 3 dias,2,0,NL
1035831,Ferry en NY,2,0,NL
1016776,Tour Completo de 3 dias,2,0,NL
1016776,Empire State Building,2,0,NL
1016776,Ferry en NY,2,0,NL
937832,Empire State Building,2,0,NL
1029371,Tour Completo de 3 dias,2,0,NL
1031333,Tour Completo de 3 dias,2,0,NL
1031777,Tour Completo de 3 dias,4,0,NL
1032780,Tour Completo de 3 dias,2,0,NL
1032307,Empire State Building,2,0,NL
1032778,Tour Completo de 3 dias,2,0,NL
1032306,Tour Completo de 3 dias,4,0,NL
1032306,Ferry en NY,4,0,NL
1027304,Tour Completo de 3 dias,2,0,NL
1023222,Empire State Building,2,0,NL
1026318,Tour Completo de 3 dias,2,1,NL
1026327,Tour Completo de 3 dias,2,0,NL
1026325,Tour Completo de 3 dias,2,0,NL
1026323,Ferry en NY,2,0,NL
1026323,Empire State Building,2,0,NL
1026283,Tour Completo de 3 dias,1,1,NL
1026278,Tour Completo de 3 dias,4,0,NL
1027854,Tour Completo de 3 dias,1,1,NL
1023828,Empire State Building,2,0,NL
1018698,Tour Completo de 3 dias,2,0,NL
1019719,Tour Completo de 3 dias,2,0,NL
1019716,Tour Completo de 3 dias,2,2,NL
1030731,Bus Hopin Hopoff,2,0,IT
1031931,Bus Hopin Hopoff,2,0,IT
1083420,Tour Gran Manzana,2,0,UK
2225159,Tour Completo de 3 dias,4,0,ES
2229961,New York City Pass,2,0,IT
2230742,Misa Harlem,1,0,IT
1019966,Visita Washington,2,0,ES
1483293,Chicago Musical,2,0,HU
1483292,Musical Mamma Mia,2,0,HU
2222498,New York City Pass,4,0,PA
3637646,Chicago Musical,3,4,PA
5650153,Excursion Contrastes NY,2,0,ES
2223027,Visita Washington,2,0,ES
6472778,Excursion Contrastes NY,2,0,ES
6472720,Visita Washington,2,0,ES
7283424,Excursion Contrastes NY,2,0,ES
1065673,Alto y Bajo Manhattan,2,0,ES
1065673,Excursion Contrastes NY,2,0,ES
1236027,Excursion Contrastes NY,2,0,ES
1236025,Alto y Bajo Manhattan,2,0,ES
7287309,Helicoptero NY,2,1,ES
6474043,Alto y Bajo Manhattan,2,0,ES
1156152,Visita Washington,2,0,ES
1061642,Alto y Bajo Manhattan,2,0,ES
1238600,Alto y Bajo Manhattan,2,0,ES
1238082,Excursion Contrastes NY,2,0,ES
1238084,De tiendas en NY,2,0,ES
2231310,Ferry en NY,2,0,AU
1079727,Visita Washington,2,0,AU
1076343,Tour 11S,4,0,AU
5650028,Excursion Contrastes NY,4,0,ES
5658596,Tour Gran Manzana,2,0,ES
2220595,New York City Pass,2,2,ES
1035857,Rey Leon ,2,0,ES
1035857,Rey Leon ,2,0,ES
5657596,Excursion Contrastes NY,2,0,ES
5658264,New York City Pass,2,0,ES
1372920,Excursion Contrastes NY,2,0,ES
2232496,Excursion Contrastes NY,3,0,ES
2232501,Alto y Bajo Manhattan,3,0,ES
1063687,New York City Pass,2,0,ES
1033923,Ferry en NY,2,0,ES
1033933,Excursion Contrastes NY,2,0,ES
1020130,Excursion Contrastes NY,2,0,ES
3638526,New York City Pass,4,0,UY
2224838,Tour 11S,2,0,UK
6471377,Tour 11S,2,0,UK
6471377,Empire State Building,2,0,UK
2238517,Museo 11S,2,0,UK
1158155,Empire State Building,2,0,UK
7289388,Empire State Building,2,0,UK
1070498,Empire State Building,2,0,UK
1239261,Empire State Building,4,0,UK
1076491,Estatua de la Libertad,3,0,UK
1076491,Empire State Building,3,0,UK
1077284,Museo de Cera,4,2,RO
7824671,Top Of The Rock,5,0,ES
7824676,Tour Gran Manzana,4,0,ES
5657469,Museo 11S,4,0,UK
5655919,Museo 11S,5,0,UK
6473963,Estatua de la Libertad,2,0,UK
2238684,Chicago Musical,2,0,UK
2238692,Tour Completo de 3 dias,2,0,UK
1374568,Museo 11S,2,0,UK
7281885,Cataratas del Niagara,2,0,UK
3639472,Explora Nueva York,4,0,UK
1129058,Tour 11S,2,0,UK
3631432,Tour 11S,1,0,UK
3636126,Chicago Musical,2,0,UK
3635662,Empire State Building,1,2,UK
3635969,Empire State Building,2,0,UK
6269159,Estatua de la Libertad,2,0,UK
6269483,Empire State Building,2,0,UK
2220676,Empire State Building,2,0,UK
1084535,Empire State Building,1,0,UK
6260304,Fantasma de la Opera,4,0,UK
1077458,Tour 11S,2,3,UK
1068250,Top Of The Rock,1,0,UK
1071957,Fantasma de la Opera,2,0,UK
1071957,Fantasma de la Opera,2,0,UK
1070589,Top Of The Rock,2,0,UK
1070591,Musical Mamma Mia,2,0,UK
1068934,Empire State Building,2,1,UK
1070606,Empire State Building,2,0,UK
1068928,Tour 11S,2,1,UK
1073699,Museo 11S,2,0,UK
1063073,Top Of The Rock,1,2,UK
1060387,Explora Nueva York,2,2,UK
1236366,Empire State Building,3,0,UK
1237667,Explora Nueva York,4,0,UK
1037805,Tour 11S,5,0,UK
1232615,Museo 11S,2,0,UK
1038090,Bus Hopin Hopoff,2,0,UK
1234257,Explora Nueva York,2,0,UK
1035062,Empire State Building,2,0,UK
1035060,Musical Mamma Mia,2,0,UK
1030763,Tour Gran Manzana,2,0,UK
1030910,Museo 11S,2,0,UK
1030525,Explora Nueva York,2,0,UK
1030736,Tour Gran Manzana,2,0,UK
1025590,Estatua de la Libertad,2,0,UK
1024661,Museo 11S,2,0,UK
1025586,Top Of The Rock,2,0,UK
1020060,Empire State Building,2,0,UK
1020027,Empire State Building,2,0,UK
1076024,New York City Pass,2,1,MX
0742939,New York City Pass,2,2,FR
0741543,Visita Harlem guiada,2,0,FR
0741540,Musical Mamma Mia,2,0,FR
0743010,New York City Pass,4,0,FR
0741531,New York City Pass,2,0,FR
5657380,Misa Harlem,1,0,FR
5658617,New York City Pass,2,0,FR
5657385,Tour Gran Manzana,1,0,FR
0740205,New York City Pass,2,0,FR
2225877,Top Of The Rock,4,0,FR
5650449,Misa Harlem,3,1,FR
5651877,Empire State Building,3,1,FR
5651881,Tour 11S,3,1,FR
2224001,Tour Gran Manzana,2,0,FR
2223947,New York City Pass,2,0,FR
2224501,Visita Harlem guiada,2,0,FR
6479513,Musical Mamma Mia,2,1,FR
6479513,Visita Harlem guiada,2,1,FR
2220507,Misa Harlem,2,1,FR
2220502,New York City Pass,2,1,FR
6475927,New York City Pass,2,2,FR
6474419,New York City Pass,2,2,FR
6475906,New York City Pass,2,0,FR
6474230,New York City Pass,2,2,FR
6471712,New York City Pass,2,0,FR
7825777,Misa Harlem,2,0,FR
7825752,Tour Gran Manzana,2,0,FR
7827405,New York City Pass,2,0,FR
6470376,New York City Pass,2,1,FR
6471726,New York City Pass,2,0,FR
7825769,Tour Gran Manzana,2,0,FR
7828526,New York City Pass,2,2,FR
6471844,New York City Pass,2,0,FR
6471839,Tour Gran Manzana,2,0,FR
6473245,Rey Leon ,6,0,FR
6473015,New York City Pass,6,0,FR
6473735,Explora Nueva York,2,0,FR
6473045,Rey Leon ,4,0,FR
6473711,Misa Harlem,6,0,FR
7823173,New York City Pass,2,0,FR
7823171,Misa Harlem,2,0,FR
7822559,New York City Pass,6,0,FR
7827827,New York City Pass,1,0,FR
7822566,Tour Gran Manzana,4,1,FR
7820715,New York City Pass,2,0,FR
7821784,Musical Mamma Mia,2,0,FR
7820604,Misa Harlem,2,0,FR
7820623,Tour Gran Manzana,2,0,FR
2233486,New York City Pass,2,1,FR
2233082,Helicoptero NY,2,0,FR
2234193,New York City Pass,4,0,FR
2232749,Tour Gran Manzana,2,0,FR
2239894,New York City Pass,4,1,FR
2237667,New York City Pass,3,1,FR
2237691,New York City Pass,6,0,FR
1377416,New York City Pass,4,0,FR
1483775,Misa Harlem,2,0,FR
1483775,New York City Pass,2,0,FR
1077071,Museo 11S,2,0,FR
1374606,New York City Pass,2,5,FR
1374605,Cena en el Hardrock,4,2,FR
1370501,Tour Gran Manzana,2,0,FR
1377827,Musical Mamma Mia,4,2,FR
1370351,Tour Gran Manzana,2,2,FR
1370904,Explora Nueva York,2,2,FR
1370511,Explora Nueva York,2,0,FR
7289929,Visita Harlem guiada,1,1,FR
2230942,New York City Pass,2,1,FR
1159036,Musical Mamma Mia,3,0,FR
3638141,Estatua de la Libertad,2,0,FR
1155021,New York City Pass,2,0,FR
2230565,Musical Mamma Mia,5,0,FR
1156509,Tour Completo de 3 dias,2,0,FR
1378480,New York City Pass,2,0,FR
1378550,New York City Pass,2,0,FR
1378523,Top Of The Rock,2,0,FR
1378521,Alto y Bajo Manhattan,2,0,FR
7285281,Tour Gran Manzana,2,2,FR
7286858,New York City Pass,2,0,FR
7286674,Explora Nueva York,4,0,FR
1379902,New York City Pass,2,0,FR
1379227,New York City Pass,2,0,FR
1379756,Tour Gran Manzana,2,0,FR
3639910,Helicoptero NY,2,0,FR
1378789,Misa Harlem,7,0,FR
1378789,Misa Harlem,7,0,FR
1378782,New York City Pass,7,0,FR
1378782,New York City Pass,7,0,FR
1378837,New York City Pass,2,0,FR
1159947,Nueva York Nocturno,2,0,FR
1159947,New York City Pass,2,0,FR
1159947,Tour Gran Manzana,2,0,FR
1159286,New York City Pass,2,0,FR
1153020,Tour Gran Manzana,2,0,FR
1153020,Visita Harlem guiada,2,0,FR
1153020,Tour Completo de 3 dias,2,0,FR
1159290,Misa Harlem,2,0,FR
1151286,New York City Pass,2,2,FR
1151824,Tour Completo de 3 dias,2,2,FR
7289332,Empire State Building,7,0,FR
7288734,Musical Mamma Mia,4,0,FR
7289859,New York City Pass,3,0,FR
7289719,New York City Pass,2,0,FR
7283003,Tour Completo de 3 dias,3,0,FR
7282721,Tour Completo de 3 dias,3,0,FR
7283920,Empire State Building,7,2,FR
7283920,Top Of The Rock,7,2,FR
7284850,Musical Mamma Mia,2,0,FR
7283499,New York City Pass,2,0,FR
7283007,Misa Harlem,3,0,FR
7284752,New York City Pass,4,0,FR
7284837,Misa Harlem,2,0,FR
7282647,New York City Pass,2,1,FR
7282094,New York City Pass,2,0,FR
7282462,New York City Pass,2,2,FR
7280706,New York City Pass,2,0,FR
7283036,Tour Gran Manzana,2,0,FR
